representative,synonym,group_size
diminished muscles and coordination with age,"coordination, muscle strength, and balance tend to deteriorate with age",2
diminished muscles and coordination with age,diminished muscles and coordination with age,2
copd exacerbations,copd exacerbations,1
heart attack,coronary events,3
heart attack,heart attack,3
heart attack,heart disease,3
correct application of a medication plan,correct application of a medication plan,1
cost,cost,1
cost and availability of home care,cost and availability of home care,4
cost and availability of home care,cost of home healthcare,4
cost and availability of home care,need of home healthcare,4
cost and availability of home care,need to hire home health care,4
cost of care for falls in 2012 was about $30b,cost of care for falls in 2012 was about $30b,1
cost of emergency response services,cost of emergency response services,1
cost of falls in the elderly for the health care industry,cost of falls in the elderly for the health care industry,1
cost of health care,cost of health care,6
cost of health care,cost of medical intervention,6
cost of health care,high cost of hospitals,6
cost of health care,increasing cost of medical care,6
cost of health care,rising costs in healthcare,6
cost of health care,unnecessary health care costs,6
cost of the procedures,cost of the procedures,1
failures of patient compliance,cost to the resulting from patient non-compliance,3
failures of patient compliance,failures of patient compliance,3
failures of patient compliance,patients' non-compliance,3
costing an estimated $100 billion a year,costing an estimated $100 billion a year,1
costly and complex health issues,costly and complex health issues,1
costly and heavy support arrangements,costly and heavy support arrangements,1
costly and not affordable for the family and/or friends,costly and not affordable for the family and/or friends,1
costly move to a facility,costly move to a facility,1
costly ongoing fees for monitoring,costly ongoing fees for monitoring,2
costly ongoing fees for monitoring,high cost of monitoring devices,2
"costly specialized, custom constructed wheelchairs","costly specialized, custom constructed wheelchairs",4
"costly specialized, custom constructed wheelchairs",limited versatility of modern “everyday” wheelchairs,4
"costly specialized, custom constructed wheelchairs",motorized wheelchairs are relatively expensive,4
"costly specialized, custom constructed wheelchairs",special wheelchair vehicles are expensive,4
costs and disadvantages of personal assistance monitoring systems,costs and disadvantages of personal assistance monitoring systems,1
couples with a high chance for spontaneous pregnancy,couples with a high chance for spontaneous pregnancy,1
couples with a very low chance for success,couples with a very low chance for success,1
